Op	InType	OutType	Template	DesignStat	DPD	TWDFR
dotnet_shift_left_by_32	signed64	signed64	sync	impl	0,412	-0,177
dotnet_shift_right_by_32	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_right_by_32	signed64	signed64	sync	impl	0,835	-0,015
mul_by_4294967296	unsigned64	unsigned64	sync	impl	0,412	-0,177
mul_by_4294967296	signed64	signed64	sync	impl	0,412	-0,177
div_by_4294967296	unsigned64	unsigned64	sync	impl	0,388	-0,019
div_by_4294967296	signed64	signed64	sync	impl	2,780	-0,092
dotnet_shift_left_by_33	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_left_by_33	signed64	signed64	sync	impl	0,388	-0,019
dotnet_shift_right_by_33	unsigned64	unsigned64	sync	impl	0,414	-0,019
dotnet_shift_right_by_33	signed64	signed64	sync	impl	0,824	-0,026
mul_by_8589934592	unsigned64	unsigned64	sync	impl	0,388	-0,019
mul_by_8589934592	signed64	signed64	sync	impl	0,388	-0,019
div_by_8589934592	unsigned64	unsigned64	sync	impl	0,414	-0,019
